order_item_id,order_id,product_id,seller_id,quantity,unit_price,discount_percent,item_total
OITM000096,ORDR000045,PROD001569,SELR000249,1,462.52,6.6,431.99
OITM000097,ORDR000045,PROD000582,SELR000826,1,5139.4,21.7,4024.15
OITM000098,ORDR000046,PROD001292,SELR000897,1,1114.15,22.0,869.04
OITM000099,ORDR000047,PROD001233,SELR000487,2,9531.8,4.4,18224.8
OITM000100,ORDR000047,PROD000943,SELR000680,1,835.72,14.0,718.72
OITM000101,ORDR000048,PROD000669,SELR000733,1,331.04,0.0,331.04
OITM000102,ORDR000049,PROD002103,SELR000948,3,5757.81,7.1,16047.02
OITM000103,ORDR000049,PROD001561,SELR000808,1,1355.58,10.5,1213.24
OITM000104,ORDR000050,PROD000164,SELR000988,1,2073.99,15.9,1744.23
OITM000105,ORDR000051,PROD000419,SELR000136,1,1274.45,7.2,1182.69
OITM000106,ORDR000052,PROD000195,SELR001122,3,77153.35,5.7,218266.83
OITM000107,ORDR000053,PROD000338,SELR000392,1,4121.25,4.9,3919.31
OITM000108,ORDR000054,PROD000338,SELR000392,1,4121.25,6.6,3849.25
OITM000109,ORDR000055,PROD003453,SELR000248,1,232.66,10.9,207.3
OITM000110,ORDR000056,PROD000897,SELR000781,5,1396.81,1.1,6907.23
OITM000111,ORDR000057,PROD002286,SELR001171,1,18415.35,8.9,16776.38
OITM000112,ORDR000058,PROD000026,SELR000555,1,517.31,16.7,430.92
OITM000113,ORDR000058,PROD002960,SELR001040,1,2100.29,11.2,1865.06
OITM000114,ORDR000059,PROD001063,SELR000763,2,494.23,19.0,800.65
OITM000115,ORDR000059,PROD000361,SELR000251,1,40.37,0.0,40.37
OITM000116,ORDR000059,PROD000355,SELR000086,1,620.1,2.4,605.22
OITM000117,ORDR000059,PROD000592,SELR000343,1,13009.14,15.8,10953.7
OITM000118,ORDR000059,PROD002847,SELR000818,1,7679.48,12.3,6734.9
OITM000119,ORDR000060,PROD000744,SELR000703,3,279.55,10.9,747.24
OITM000120,ORDR000061,PROD001155,SELR000108,1,3321.52,11.4,2942.87
OITM000121,ORDR000062,PROD000728,SELR000341,1,50.61,9.7,45.7
OITM000122,ORDR000062,PROD003343,SELR000455,1,187.91,19.9,150.52
OITM000123,ORDR000062,PROD002382,SELR000369,1,440.51,16.6,367.39
OITM000124,ORDR000063,PROD001205,SELR000040,1,16158.11,15.2,13702.08
OITM000125,ORDR000064,PROD002308,SELR000336,1,514.84,17.5,424.74
OITM000126,ORDR000064,PROD002869,SELR000273,2,53717.0,8.6,98194.68
OITM000127,ORDR000064,PROD002711,SELR000153,3,478.74,25.6,1068.55
OITM000128,ORDR000065,PROD000592,SELR000343,1,13009.14,10.6,11630.17
OITM000129,ORDR000065,PROD003250,SELR000590,1,7305.13,9.2,6633.06
OITM000130,ORDR000066,PROD001233,SELR000487,2,9531.8,15.4,16127.81
OITM000131,ORDR000066,PROD002039,SELR000921,1,1395.11,22.0,1088.19
OITM000132,ORDR000067,PROD000210,SELR000742,1,14048.76,12.2,12334.81
OITM000133,ORDR000067,PROD000592,SELR000343,3,13009.14,8.8,35593.01
OITM000134,ORDR000067,PROD002828,SELR000624,1,4246.91,14.3,3639.6
OITM000135,ORDR000067,PROD000906,SELR000134,1,281.84,17.0,233.93
OITM000136,ORDR000067,PROD000592,SELR000343,1,13009.14,11.6,11500.08
OITM000137,ORDR000067,PROD000355,SELR000086,1,620.1,3.3,599.64
OITM000138,ORDR000068,PROD000837,SELR001177,1,531.78,8.4,487.11
OITM000139,ORDR000068,PROD000080,SELR000761,1,1285.08,19.0,1040.91
OITM000140,ORDR000069,PROD000932,SELR000075,1,1132.66,11.0,1008.07
OITM000141,ORDR000070,PROD003468,SELR000155,1,57.09,0.0,57.09
OITM000142,ORDR000070,PROD001988,SELR000756,1,303.62,17.9,249.27
OITM000143,ORDR000070,PROD003086,SELR000356,4,255.87,1.8,1005.06
OITM000144,ORDR000070,PROD002286,SELR001171,1,18415.35,10.2,16536.98
OITM000145,ORDR000071,PROD002358,SELR000571,1,396.91,19.7,318.72
OITM000146,ORDR000072,PROD000674,SELR001018,1,2808.44,9.7,2536.02
OITM000147,ORDR000072,PROD000486,SELR001116,1,1298.02,14.7,1107.21
OITM000148,ORDR000072,PROD000923,SELR000815,1,1026.3,14.2,880.57
OITM000149,ORDR000072,PROD001933,SELR000399,1,564.6,11.5,499.67
OITM000150,ORDR000073,PROD002208,SELR000594,1,6257.36,7.3,5800.57
OITM000151,ORDR000073,PROD000321,SELR001188,1,1787.96,10.7,1596.65
OITM000152,ORDR000073,PROD002005,SELR000416,2,5174.02,17.7,8516.44
OITM000153,ORDR000074,PROD001815,SELR000894,1,733.3,23.2,563.17
OITM000154,ORDR000074,PROD000669,SELR000733,1,331.04,5.0,314.49
OITM000155,ORDR000075,PROD001810,SELR001025,2,2233.02,8.7,4077.49
OITM000156,ORDR000076,PROD001611,SELR000838,2,3715.96,9.7,6711.02
OITM000157,ORDR000076,PROD002788,SELR000562,1,506.22,27.1,369.03
OITM000158,ORDR000076,PROD002803,SELR000910,1,652.08,4.8,620.78
OITM000159,ORDR000077,PROD002869,SELR000273,1,53717.0,15.1,45605.73
OITM000160,ORDR000077,PROD002485,SELR000362,3,995.78,7.4,2766.28
OITM000161,ORDR000078,PROD002656,SELR000869,1,5482.9,10.8,4890.75
OITM000162,ORDR000079,PROD000220,SELR000897,1,13206.81,3.2,12784.19
OITM000163,ORDR000079,PROD003106,SELR000788,1,373.31,15.3,316.19
OITM000164,ORDR000079,PROD001468,SELR000435,1,2913.43,14.5,2490.98
OITM000165,ORDR000080,PROD003417,SELR000769,1,2808.35,14.7,2395.52
OITM000166,ORDR000081,PROD003151,SELR000104,1,1119.59,22.4,868.8
OITM000167,ORDR000082,PROD000809,SELR000960,1,16461.1,5.6,15539.28
OITM000168,ORDR000082,PROD000582,SELR000826,1,5139.4,9.9,4630.6
OITM000169,ORDR000083,PROD003453,SELR000248,1,232.66,9.9,209.63
OITM000170,ORDR000083,PROD002769,SELR000514,2,3556.78,7.2,6601.38
OITM000171,ORDR000083,PROD002842,SELR000607,1,10435.46,9.3,9464.96
OITM000172,ORDR000084,PROD000592,SELR000343,1,13009.14,8.6,11890.35
OITM000173,ORDR000084,PROD002055,SELR000469,1,11328.47,5.8,10671.42
OITM000174,ORDR000085,PROD002734,SELR000002,1,460.51,13.9,396.5
OITM000175,ORDR000085,PROD002581,SELR001149,2,29231.43,12.7,51038.08
OITM000176,ORDR000086,PROD000478,SELR000072,1,2756.45,9.2,2502.86
OITM000177,ORDR000087,PROD000227,SELR000071,3,1437.1,9.4,3906.04
OITM000178,ORDR000088,PROD001697,SELR000154,4,3119.12,27.5,9045.45
OITM000179,ORDR000088,PROD000581,SELR000540,1,741.51,3.5,715.56
OITM000180,ORDR000089,PROD001933,SELR000399,1,564.6,9.6,510.4
OITM000181,ORDR000090,PROD000033,SELR000330,1,2641.85,8.9,2406.73
OITM000182,ORDR000091,PROD001159,SELR000759,1,1438.94,0.8,1427.43
OITM000183,ORDR000091,PROD000135,SELR001033,1,1288.29,8.6,1177.5
OITM000184,ORDR000091,PROD002047,SELR000495,1,2532.89,10.7,2261.87
OITM000185,ORDR000091,PROD002091,SELR000419,1,785.42,12.7,685.67
OITM000186,ORDR000092,PROD000695,SELR000209,3,805.19,11.1,2147.44
OITM000187,ORDR000092,PROD003105,SELR000736,1,10758.67,11.7,9499.91
OITM000188,ORDR000093,PROD000795,SELR000592,1,4246.6,12.8,3703.04
OITM000189,ORDR000094,PROD002869,SELR000273,1,53717.0,3.9,51622.04
OITM000190,ORDR000095,PROD002286,SELR001171,1,18415.35,8.8,16794.8
OITM000191,ORDR000095,PROD000137,SELR000849,1,1742.81,10.2,1565.04
OITM000192,ORDR000095,PROD000355,SELR000086,1,620.1,18.4,506.0
OITM000193,ORDR000095,PROD002074,SELR001062,1,314.66,11.0,280.05
OITM000194,ORDR000095,PROD002746,SELR000421,1,3211.62,29.4,2267.4
OITM000195,ORDR000095,PROD001530,SELR000153,1,3216.41,27.1,2344.76
OITM000196,ORDR000095,PROD002350,SELR000281,1,1301.7,19.0,1054.38
OITM000197,ORDR000095,PROD002647,SELR000634,1,1009.67,18.4,823.89
OITM000198,ORDR000096,PROD000448,SELR000969,3,5494.16,22.3,12806.89
OITM000199,ORDR000097,PROD000098,SELR000923,1,3783.53,16.4,3163.03
OITM000200,ORDR000098,PROD000070,SELR000778,1,504.11,8.1,463.28
OITM000201,ORDR000098,PROD000669,SELR000733,1,331.04,9.2,300.58
OITM000202,ORDR000099,PROD002359,SELR000183,1,2947.04,10.7,2631.71
OITM000203,ORDR000100,PROD002997,SELR000444,1,4084.62,28.9,2904.16
OITM000204,ORDR000100,PROD000104,SELR000902,1,69590.1,3.6,67084.86
OITM000205,ORDR000101,PROD002438,SELR001013,1,80.26,6.1,75.36
OITM000206,ORDR000102,PROD001083,SELR000608,4,59108.6,5.2,224139.81
OITM000207,ORDR000102,PROD001461,SELR000718,1,951.16,10.5,851.29
OITM000208,ORDR000103,PROD000897,SELR000781,2,1396.81,6.5,2612.03
OITM000209,ORDR000104,PROD000157,SELR001139,1,506.28,12.0,445.53
OITM000210,ORDR000105,PROD001416,SELR001111,1,448.22,17.0,372.02
OITM000211,ORDR000105,PROD002130,SELR000072,1,18014.46,3.6,17365.94
OITM000212,ORDR000106,PROD002475,SELR000852,1,1017.59,18.4,830.35
OITM000213,ORDR000106,PROD002872,SELR000874,1,221.83,4.1,212.73
OITM000214,ORDR000106,PROD000669,SELR000733,1,331.04,10.8,295.29
OITM000215,ORDR000107,PROD003015,SELR000709,1,383.25,13.8,330.36
OITM000216,ORDR000108,PROD002464,SELR000702,1,5591.07,8.1,5138.19
OITM000217,ORDR000108,PROD001864,SELR001125,2,641.47,12.6,1121.29
OITM000218,ORDR000108,PROD002722,SELR000598,1,834.08,17.5,688.12
OITM000219,ORDR000109,PROD001914,SELR000195,1,222.86,0.0,222.86
OITM000220,ORDR000109,PROD001416,SELR001111,2,448.22,11.9,789.76
OITM000221,ORDR000110,PROD001676,SELR001117,1,3920.81,22.7,3030.79
OITM000222,ORDR000111,PROD002786,SELR000973,1,2470.06,7.3,2289.75
OITM000223,ORDR000111,PROD002512,SELR000294,1,455.35,10.0,409.82
OITM000224,ORDR000111,PROD001376,SELR000074,1,3551.51,19.3,2866.07
OITM000225,ORDR000111,PROD001557,SELR000099,1,3493.43,16.4,2920.51
OITM000226,ORDR000112,PROD002286,SELR001171,1,18415.35,6.2,17273.6
OITM000227,ORDR000112,PROD001968,SELR000803,1,304.14,6.5,284.37
OITM000228,ORDR000112,PROD001660,SELR000483,2,414.83,6.8,773.24
OITM000229,ORDR000112,PROD001330,SELR000849,1,6259.72,20.4,4982.74
OITM000230,ORDR000112,PROD001461,SELR000718,1,951.16,15.5,803.73
OITM000231,ORDR000113,PROD002869,SELR000273,1,53717.0,5.8,50601.41
OITM000232,ORDR000113,PROD001770,SELR000199,2,1575.18,4.2,3018.04
OITM000233,ORDR000114,PROD003209,SELR001123,1,1067.93,10.9,951.53
OITM000234,ORDR000114,PROD001702,SELR000270,1,2839.28,22.3,2206.12
OITM000235,ORDR000114,PROD002036,SELR001155,2,4180.63,9.2,7592.02
OITM000236,ORDR000115,PROD001878,SELR000332,1,10606.82,13.0,9227.93
OITM000237,ORDR000116,PROD003240,SELR000932,1,366.45,4.2,351.06
OITM000238,ORDR000116,PROD002830,SELR000321,2,404.42,25.7,600.97
OITM000239,ORDR000116,PROD001005,SELR000064,1,547.48,14.7,467.0
OITM000240,ORDR000116,PROD000356,SELR000393,2,169.32,14.6,289.2
OITM000241,ORDR000116,PROD003106,SELR000788,1,373.31,6.8,347.92
OITM000242,ORDR000116,PROD001864,SELR001125,1,641.47,15.5,542.04
OITM000243,ORDR000116,PROD003422,SELR000917,1,1220.05,21.4,958.96
OITM000244,ORDR000116,PROD003374,SELR000192,1,1175.75,8.1,1080.51
OITM000245,ORDR000117,PROD003242,SELR000416,1,518.28,4.8,493.4
OITM000246,ORDR000117,PROD001981,SELR000133,1,893.94,17.3,739.29
OITM000247,ORDR000118,PROD000136,SELR000197,4,566.16,15.4,1915.89
OITM000248,ORDR000119,PROD003322,SELR000828,1,1673.0,17.7,1376.88
OITM000249,ORDR000119,PROD000897,SELR000781,2,1396.81,1.7,2746.13
OITM000250,ORDR000119,PROD001842,SELR001162,1,5769.88,12.2,5065.95
OITM000251,ORDR000120,PROD000765,SELR000806,1,918.4,18.3,750.33
OITM000252,ORDR000120,PROD003133,SELR001044,3,3293.02,9.9,8901.03
OITM000253,ORDR000120,PROD001461,SELR000718,1,951.16,10.4,852.24
OITM000254,ORDR000121,PROD001933,SELR000399,2,564.6,2.2,1104.36
OITM000255,ORDR000122,PROD001770,SELR000199,1,1575.18,7.4,1458.62
OITM000256,ORDR000123,PROD001933,SELR000399,1,564.6,3.7,543.71
OITM000257,ORDR000123,PROD000592,SELR000343,1,13009.14,13.1,11304.94
OITM000258,ORDR000124,PROD001107,SELR000317,1,77374.17,5.7,72963.84
OITM000259,ORDR000125,PROD000195,SELR001122,1,77153.35,14.6,65888.96
OITM000260,ORDR000126,PROD002823,SELR000614,2,4642.03,23.1,7139.44
OITM000261,ORDR000126,PROD000852,SELR000221,1,793.97,7.3,736.01
OITM000262,ORDR000126,PROD003455,SELR000523,1,1227.07,8.0,1128.9
OITM000263,ORDR000126,PROD002746,SELR000421,1,3211.62,22.4,2492.22
OITM000264,ORDR000127,PROD003133,SELR001044,1,3293.02,10.2,2957.13
OITM000265,ORDR000128,PROD002113,SELR000650,1,889.54,3.7,856.63
OITM000266,ORDR000129,PROD003107,SELR000455,1,3874.85,21.9,3026.26
OITM000267,ORDR000129,PROD000043,SELR000637,1,14036.94,12.2,12324.43
OITM000268,ORDR000129,PROD001089,SELR000436,1,742.24,14.7,633.13
OITM000269,ORDR000129,PROD000628,SELR000231,1,3848.41,5.7,3629.05
OITM000270,ORDR000130,PROD002484,SELR000368,1,2369.69,5.4,2241.73
OITM000271,ORDR000130,PROD001770,SELR000199,1,1575.18,14.0,1354.65
OITM000272,ORDR000130,PROD003106,SELR000788,2,373.31,16.0,627.16
OITM000273,ORDR000130,PROD002143,SELR000161,1,1037.54,4.3,992.93
OITM000274,ORDR000130,PROD000592,SELR000343,2,13009.14,18.5,21204.9
OITM000275,ORDR000131,PROD001882,SELR001048,4,2146.93,17.4,7093.46
OITM000276,ORDR000131,PROD003479,SELR000174,1,258.69,2.5,252.22
OITM000277,ORDR000132,PROD001331,SELR001080,3,1728.47,5.5,4900.21
OITM000278,ORDR000132,PROD001864,SELR001125,3,641.47,18.9,1560.7
OITM000279,ORDR000132,PROD003329,SELR000945,1,766.56,27.5,555.76
OITM000280,ORDR000132,PROD002237,SELR000664,1,262.26,22.8,202.46
OITM000281,ORDR000132,PROD002286,SELR001171,1,18415.35,11.8,16242.34
OITM000282,ORDR000133,PROD003086,SELR000356,4,255.87,6.4,957.98
OITM000283,ORDR000133,PROD002246,SELR000545,1,1027.12,20.4,817.59
OITM000284,ORDR000134,PROD000323,SELR000590,2,1482.56,15.6,2502.56
OITM000285,ORDR000135,PROD000548,SELR000242,1,10260.45,8.8,9357.53
OITM000286,ORDR000136,PROD002927,SELR000807,1,2160.87,16.7,1800.0
OITM000287,ORDR000136,PROD000669,SELR000733,1,331.04,0.0,331.04
OITM000288,ORDR000137,PROD001461,SELR000718,2,951.16,12.0,1674.04
OITM000289,ORDR000138,PROD001656,SELR000733,1,158.04,7.9,145.55
OITM000290,ORDR000138,PROD002286,SELR001171,1,18415.35,18.7,14971.68
OITM000291,ORDR000138,PROD001864,SELR001125,2,641.47,21.9,1001.98
OITM000292,ORDR000139,PROD001070,SELR000268,1,2696.64,14.7,2300.23
OITM000293,ORDR000140,PROD000493,SELR001020,5,580.15,18.8,2355.41
OITM000294,ORDR000141,PROD001233,SELR000487,1,9531.8,6.9,8874.11
OITM000295,ORDR000141,PROD000234,SELR000726,1,1972.54,8.6,1802.9
OITM000296,ORDR000142,PROD001896,SELR000434,2,725.95,8.7,1325.58
OITM000297,ORDR000142,PROD003385,SELR001114,2,2894.9,25.9,4290.24
OITM000298,ORDR000143,PROD000645,SELR001080,1,436.93,6.5,408.53
OITM000299,ORDR000144,PROD002931,SELR000726,1,3701.84,8.8,3376.08
OITM000300,ORDR000145,PROD003410,SELR000270,1,505.75,24.8,380.32
OITM000301,ORDR000145,PROD001864,SELR001125,1,641.47,18.0,526.01
OITM000302,ORDR000145,PROD001312,SELR001054,1,424.37,5.1,402.73
OITM000303,ORDR000145,PROD000592,SELR000343,2,13009.14,15.3,22037.48
OITM000304,ORDR000146,PROD001656,SELR000733,1,158.04,5.1,149.98
OITM000305,ORDR000147,PROD003142,SELR000125,2,4851.62,18.5,7908.14
OITM000306,ORDR000148,PROD000592,SELR000343,3,13009.14,9.1,35475.92
OITM000307,ORDR000148,PROD002286,SELR001171,1,18415.35,13.1,16002.94
OITM000308,ORDR000148,PROD003092,SELR000392,1,23898.05,11.6,21125.88
OITM000309,ORDR000148,PROD000653,SELR000312,1,904.58,9.6,817.74
OITM000310,ORDR000149,PROD003453,SELR000248,4,232.66,5.7,877.59
OITM000311,ORDR000150,PROD001426,SELR000312,1,377.83,24.2,286.4
OITM000312,ORDR000151,PROD002031,SELR000398,1,965.88,19.3,779.47
OITM000313,ORDR000151,PROD003447,SELR001145,1,9661.41,12.9,8415.09
OITM000314,ORDR000151,PROD000897,SELR000781,1,1396.81,2.3,1364.68
OITM000315,ORDR000152,PROD000418,SELR001054,1,193.1,6.7,180.16
OITM000316,ORDR000153,PROD000669,SELR000733,1,331.04,6.0,311.18
OITM000317,ORDR000153,PROD001864,SELR001125,1,641.47,21.2,505.48
OITM000318,ORDR000153,PROD002776,SELR000161,1,5880.12,19.6,4727.62
OITM000319,ORDR000153,PROD001077,SELR000477,2,1184.8,20.4,1886.2
OITM000320,ORDR000153,PROD003358,SELR000107,1,2708.13,8.4,2480.65
OITM000321,ORDR000153,PROD000192,SELR000489,1,205.76,18.9,166.87
OITM000322,ORDR000153,PROD002656,SELR000869,1,5482.9,18.2,4485.01
OITM000323,ORDR000153,PROD001281,SELR000671,1,1223.72,24.8,920.24
OITM000324,ORDR000154,PROD001361,SELR000205,1,2898.17,28.9,2060.6
OITM000325,ORDR000154,PROD002190,SELR000847,1,8814.66,3.5,8506.15
OITM000326,ORDR000154,PROD001384,SELR000623,1,341.06,7.2,316.5
OITM000327,ORDR000154,PROD002751,SELR000959,1,17578.83,11.1,15627.58
OITM000328,ORDR000155,PROD001031,SELR000684,5,1480.68,8.4,6781.51
OITM000329,ORDR000156,PROD002240,SELR001053,1,3405.48,13.2,2955.96
OITM000330,ORDR000157,PROD002804,SELR000921,1,1125.56,24.7,847.55
OITM000331,ORDR000158,PROD002286,SELR001171,4,18415.35,16.6,61433.61
OITM000332,ORDR000158,PROD001346,SELR001156,3,1012.85,7.7,2804.58
OITM000333,ORDR000159,PROD003023,SELR000494,1,179.59,4.5,171.51
OITM000334,ORDR000160,PROD000291,SELR000339,1,137.82,7.0,128.17
OITM000335,ORDR000160,PROD000831,SELR001116,1,609.84,10.8,543.98
OITM000336,ORDR000161,PROD003105,SELR000736,1,10758.67,16.1,9026.52
OITM000337,ORDR000162,PROD003453,SELR000248,4,232.66,2.9,903.65
OITM000338,ORDR000162,PROD003264,SELR000208,1,9843.75,10.1,8849.53
OITM000339,ORDR000163,PROD003193,SELR000636,2,10011.68,12.5,17520.44
OITM000340,ORDR000163,PROD002536,SELR000841,1,3458.23,7.9,3185.03
OITM000341,ORDR000164,PROD000021,SELR000964,1,720.77,18.8,585.27
OITM000342,ORDR000164,PROD000746,SELR000188,1,588.66,10.3,528.03
OITM000343,ORDR000165,PROD001581,SELR000464,1,494.18,21.7,386.94
OITM000344,ORDR000165,PROD003457,SELR000466,1,374.02,9.4,338.86
OITM000345,ORDR000165,PROD002739,SELR000362,1,4018.86,14.4,3440.14
OITM000346,ORDR000166,PROD000195,SELR001122,1,77153.35,13.2,66969.11
